age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,age_group
40,unemployed,married,secondary,no,3430.0,yes,no,cellular,20,nov,1855,3,-1,0,unknown,no,second middle
40,management,married,secondary,no,99.0,no,no,cellular,9,feb,15,5,-1,0,unknown,no,second middle
38,services,married,secondary,no,2669.0,yes,no,cellular,20,apr,208,2,-1,0,unknown,no,first middle
39,management,single,tertiary,no,202.0,yes,no,cellular,12,may,59,1,301,1,other,no,first middle
37,management,single,secondary,no,715.0,yes,no,unknown,20,may,247,2,-1,0,unknown,no,first middle
35,blue-collar,married,secondary,no,674.0,yes,no,unknown,30,may,274,2,-1,0,unknown,no,first middle
33,management,single,tertiary,no,312.0,no,no,cellular,11,aug,271,1,369,3,failure,no,first middle
38,management,married,tertiary,no,1463.0,yes,no,cellular,25,aug,425,4,-1,0,unknown,no,first middle
37,management,married,tertiary,no,789.0,yes,yes,cellular,11,aug,93,1,190,2,other,no,first middle
29,unemployed,single,tertiary,no,7.0,no,no,cellular,6,may,51,1,179,1,failure,no,young
42,services,married,primary,no,473.0,yes,no,cellular,30,jan,54,1,-1,0,unknown,no,second middle
45,management,divorced,tertiary,no,3150.0,yes,no,cellular,17,nov,101,2,-1,0,unknown,no,second middle
33,blue-collar,married,secondary,no,1541.0,yes,no,unknown,23,may,423,2,-1,0,unknown,no,first middle
35,blue-collar,single,secondary,no,142.0,yes,no,cellular,7,may,266,2,168,1,failure,no,first middle
30,technician,single,tertiary,no,3.0,yes,no,unknown,7,may,174,1,-1,0,unknown,no,first middle
31,blue-collar,single,secondary,no,1207.0,yes,no,cellular,17,apr,163,2,-1,0,unknown,no,first middle
45,technician,married,secondary,no,351.0,yes,no,telephone,29,aug,18,2,-1,0,unknown,no,second middle
44,admin.,divorced,secondary,no,777.0,yes,no,cellular,18,may,517,3,350,2,failure,no,second middle
31,services,married,primary,no,997.0,yes,no,cellular,3,feb,256,1,190,3,failure,no,first middle
30,admin.,married,secondary,no,15.0,yes,no,unknown,9,may,257,1,-1,0,unknown,no,first middle
54,management,married,tertiary,no,2819.0,no,no,cellular,7,aug,123,3,-1,0,unknown,no,adult
35,blue-collar,married,secondary,no,126.0,yes,no,cellular,16,apr,472,1,-1,0,unknown,no,first middle
36,admin.,married,secondary,no,953.0,yes,no,cellular,17,feb,38,1,-1,0,unknown,no,first middle
55,housemaid,married,primary,no,10.0,no,no,cellular,4,feb,174,3,-1,0,unknown,no,adult
45,management,married,tertiary,yes,-577.0,yes,yes,cellular,24,jul,204,1,-1,0,unknown,no,second middle
30,unemployed,single,tertiary,no,1159.0,no,no,cellular,12,aug,95,1,68,1,success,no,first middle
57,unemployed,married,secondary,no,1350.0,no,no,cellular,25,jun,131,1,388,1,failure,no,adult
59,housemaid,married,primary,no,88.0,yes,no,cellular,28,jul,63,5,-1,0,unknown,no,adult
47,blue-collar,married,primary,no,-245.0,yes,yes,unknown,12,jun,67,4,-1,0,unknown,no,second middle
34,technician,single,secondary,no,161.0,no,yes,cellular,8,aug,61,2,-1,0,unknown,no,first middle
46,unemployed,divorced,secondary,no,41.0,yes,no,unknown,12,may,249,4,-1,0,unknown,no,second middle
56,services,divorced,secondary,no,450.0,no,no,unknown,9,jun,47,1,-1,0,unknown,no,adult
24,student,single,secondary,no,782.0,no,no,cellular,4,may,12,7,91,1,other,no,young
40,admin.,married,secondary,no,-666.0,yes,no,unknown,27,may,107,2,-1,0,unknown,no,second middle
50,management,married,tertiary,no,-151.0,yes,no,cellular,18,nov,63,2,-1,0,unknown,no,adult
31,blue-collar,married,primary,no,55.0,yes,yes,cellular,17,apr,340,2,-1,0,unknown,no,first middle
37,management,married,tertiary,no,-666.0,yes,no,cellular,18,nov,204,2,-1,0,unknown,no,first middle
45,blue-collar,married,secondary,no,87.0,yes,no,cellular,14,may,96,1,360,3,failure,no,second middle
36,blue-collar,single,primary,no,2176.0,yes,no,unknown,28,may,52,2,-1,0,unknown,no,first middle
57,management,married,tertiary,no,3431.0,yes,no,cellular,21,nov,55,2,189,1,failure,no,adult
39,management,married,tertiary,no,208.0,no,no,cellular,20,aug,170,4,-1,0,unknown,no,first middle
47,services,married,secondary,no,0.0,yes,no,cellular,9,jul,173,1,-1,0,unknown,no,second middle
44,services,divorced,secondary,no,240.0,yes,no,unknown,8,may,155,2,-1,0,unknown,no,second middle
39,admin.,married,secondary,no,1388.0,yes,no,cellular,15,jul,150,5,-1,0,unknown,no,first middle
48,management,divorced,secondary,no,17.0,yes,no,cellular,17,nov,195,1,-1,0,unknown,no,second middle
56,services,married,secondary,no,0.0,no,no,cellular,13,aug,112,4,-1,0,unknown,no,adult
50,blue-collar,single,primary,no,1743.0,yes,no,unknown,6,jun,49,5,-1,0,unknown,no,adult
29,services,single,secondary,no,1008.0,yes,no,unknown,23,may,426,9,-1,0,unknown,no,young
33,technician,single,secondary,no,151.0,yes,no,cellular,20,apr,104,3,236,6,failure,no,first middle
57,blue-collar,married,secondary,no,3196.0,no,no,cellular,28,aug,161,4,-1,0,unknown,no,adult
54,management,married,tertiary,no,1411.0,no,no,cellular,12,aug,56,2,-1,0,unknown,no,adult
64,retired,divorced,secondary,no,630.0,no,no,cellular,21,aug,97,1,-1,0,unknown,no,old
61,retired,married,primary,no,0.0,yes,yes,telephone,18,aug,280,13,-1,0,unknown,no,old
36,blue-collar,married,secondary,no,561.0,yes,no,unknown,9,jun,198,2,-1,0,unknown,no,first middle
50,management,married,secondary,no,0.0,yes,no,unknown,14,may,94,4,-1,0,unknown,no,adult
30,technician,single,secondary,no,281.0,no,no,cellular,12,aug,105,2,-1,0,unknown,no,first middle
40,technician,married,secondary,no,40.0,yes,no,cellular,21,nov,73,1,-1,0,unknown,no,second middle
40,management,married,tertiary,no,0.0,no,no,cellular,14,jul,109,8,-1,0,unknown,no,second middle
30,admin.,divorced,primary,no,1032.0,yes,no,unknown,29,may,52,5,-1,0,unknown,no,first middle
55,management,divorced,tertiary,no,-207.0,no,no,cellular,2,feb,211,1,-1,0,unknown,no,adult
59,housemaid,married,primary,no,235.0,no,no,cellular,13,aug,119,2,-1,0,unknown,no,adult
37,admin.,married,tertiary,no,0.0,yes,no,cellular,17,nov,65,2,119,1,failure,no,first middle
53,services,married,secondary,no,367.0,yes,yes,cellular,29,jan,155,1,261,2,failure,no,adult
56,management,married,tertiary,no,505.0,yes,yes,cellular,5,may,221,1,169,3,failure,no,adult
33,services,married,secondary,no,804.0,yes,yes,unknown,8,may,266,1,-1,0,unknown,no,first middle
49,services,married,secondary,no,-301.0,yes,no,cellular,12,may,187,4,-1,0,unknown,no,second middle
47,technician,married,tertiary,yes,-813.0,yes,yes,unknown,16,jun,179,25,-1,0,unknown,no,second middle
34,admin.,married,secondary,no,79.0,yes,no,unknown,23,may,83,1,-1,0,unknown,no,first middle
33,blue-collar,married,primary,no,50.0,yes,no,cellular,7,may,246,2,-1,0,unknown,no,first middle
31,blue-collar,single,secondary,no,1205.0,yes,no,cellular,16,apr,462,1,328,2,other,no,first middle
44,technician,single,secondary,no,365.0,yes,no,unknown,8,may,169,2,-1,0,unknown,no,second middle
50,admin.,married,secondary,no,-1415.0,no,no,cellular,19,aug,358,2,-1,0,unknown,no,adult
39,admin.,single,secondary,no,223.0,no,no,cellular,4,feb,277,1,-1,0,unknown,no,first middle
41,management,married,tertiary,no,1897.0,yes,no,unknown,19,may,335,3,-1,0,unknown,no,second middle
40,housemaid,married,secondary,no,949.0,no,no,cellular,8,aug,182,1,-1,0,unknown,no,second middle
42,services,married,secondary,no,1165.0,yes,no,cellular,18,may,485,6,-1,0,unknown,no,second middle
37,management,divorced,secondary,no,1655.0,yes,no,cellular,12,may,178,1,175,2,failure,no,first middle
56,blue-collar,married,secondary,no,260.0,yes,no,telephone,30,jul,250,2,-1,0,unknown,no,adult
49,blue-collar,divorced,primary,no,0.0,yes,no,cellular,29,jul,468,2,-1,0,unknown,no,second middle
35,entrepreneur,single,tertiary,no,-880.0,no,yes,cellular,24,jul,77,3,-1,0,unknown,no,first middle
41,management,divorced,tertiary,no,107.0,yes,no,cellular,17,jul,122,17,-1,0,unknown,no,second middle
52,blue-collar,married,primary,no,1624.0,no,no,unknown,20,jun,114,3,-1,0,unknown,no,adult
33,technician,single,tertiary,no,1257.0,yes,no,cellular,22,jul,66,1,-1,0,unknown,no,first middle
40,admin.,single,secondary,no,355.0,yes,no,cellular,7,apr,345,2,138,6,other,no,second middle
44,blue-collar,divorced,secondary,no,579.0,yes,no,unknown,6,may,198,2,-1,0,unknown,no,second middle
39,blue-collar,married,secondary,no,1403.0,no,no,cellular,11,may,214,8,326,2,failure,no,first middle
39,blue-collar,married,primary,no,-176.0,no,no,cellular,9,jul,176,1,-1,0,unknown,no,first middle
28,management,single,secondary,no,-513.0,no,yes,cellular,29,jul,95,8,-1,0,unknown,no,young
45,technician,single,secondary,no,586.0,no,yes,cellular,28,jul,32,3,-1,0,unknown,no,second middle
63,retired,divorced,primary,no,1840.0,no,no,cellular,12,mar,71,3,-1,0,unknown,no,old
32,technician,single,tertiary,no,720.0,no,no,cellular,12,aug,234,4,-1,0,unknown,no,first middle
28,blue-collar,single,secondary,no,97.0,yes,no,unknown,7,may,67,1,-1,0,unknown,no,young
36,management,single,tertiary,no,13.0,no,yes,cellular,18,nov,106,1,-1,0,unknown,no,first middle
34,admin.,divorced,secondary,no,140.0,yes,no,cellular,8,may,81,2,365,1,failure,no,first middle
45,blue-collar,married,secondary,no,521.0,yes,no,unknown,17,jun,259,3,-1,0,unknown,no,second middle
30,blue-collar,married,secondary,no,364.0,yes,yes,cellular,4,feb,331,1,-1,0,unknown,no,first middle
59,blue-collar,married,primary,no,416.0,no,no,unknown,16,jun,92,3,-1,0,unknown,no,adult
54,housemaid,married,primary,no,3304.0,no,yes,cellular,25,jul,90,7,-1,0,unknown,no,adult
47,management,married,secondary,no,1880.0,no,no,unknown,18,jun,64,2,-1,0,unknown,no,second middle
41,admin.,single,tertiary,no,982.0,no,no,cellular,23,jul,105,1,-1,0,unknown,no,second middle
35,technician,divorced,secondary,no,0.0,no,no,cellular,25,aug,124,4,-1,0,unknown,no,first middle
38,services,married,secondary,no,173.0,yes,no,unknown,20,may,130,2,-1,0,unknown,no,first middle
36,technician,married,tertiary,no,911.0,yes,yes,cellular,4,may,275,3,-1,0,unknown,no,first middle
39,admin.,single,secondary,no,0.0,yes,no,cellular,11,may,62,1,-1,0,unknown,no,first middle
48,management,divorced,secondary,no,549.0,yes,no,unknown,6,may,427,1,-1,0,unknown,no,second middle
42,blue-collar,married,primary,no,704.0,yes,yes,telephone,31,jul,88,10,-1,0,unknown,no,second middle
24,blue-collar,single,secondary,no,476.0,yes,no,unknown,4,jun,161,1,-1,0,unknown,no,young
57,retired,married,secondary,no,3738.0,yes,no,cellular,19,apr,220,1,367,7,success,no,adult
35,management,married,primary,no,634.0,no,no,cellular,7,jul,185,2,-1,0,unknown,no,first middle
32,management,single,tertiary,no,1134.0,no,no,cellular,28,aug,85,4,-1,0,unknown,no,first middle
26,blue-collar,single,secondary,no,-128.0,no,yes,cellular,8,jul,392,2,-1,0,unknown,no,young
47,entrepreneur,divorced,secondary,no,186.0,no,no,cellular,2,feb,112,2,-1,0,unknown,no,second middle
32,blue-collar,single,primary,no,1918.0,yes,no,cellular,8,may,318,1,172,1,failure,no,first middle
48,self-employed,single,secondary,no,0.0,no,no,unknown,18,jun,453,1,-1,0,unknown,no,second middle
43,blue-collar,married,primary,no,250.0,yes,no,cellular,12,may,144,5,342,16,failure,no,second middle
30,student,single,tertiary,no,31.0,yes,no,cellular,14,may,23,1,-1,0,unknown,no,first middle
28,technician,single,secondary,no,631.0,no,no,cellular,29,apr,835,7,-1,0,unknown,no,young
32,management,married,tertiary,no,62.0,yes,no,cellular,14,may,166,1,-1,0,unknown,no,first middle
26,self-employed,married,tertiary,no,479.0,yes,no,cellular,9,feb,133,3,-1,0,unknown,no,young
38,blue-collar,single,secondary,no,1121.0,no,no,unknown,18,jun,203,1,-1,0,unknown,no,first middle
30,services,single,secondary,no,138.0,yes,no,cellular,20,apr,187,1,-1,0,unknown,no,first middle
33,management,single,tertiary,no,0.0,yes,no,telephone,5,may,399,2,358,5,other,no,first middle
37,services,divorced,secondary,no,239.0,yes,no,unknown,23,may,140,2,-1,0,unknown,no,first middle
47,management,married,tertiary,no,866.0,no,no,unknown,20,jun,7,7,-1,0,unknown,no,second middle
36,technician,married,secondary,no,1466.0,yes,no,unknown,29,may,441,1,-1,0,unknown,no,first middle
48,housemaid,married,secondary,no,3570.0,no,no,cellular,5,jun,58,2,-1,0,unknown,no,second middle
47,technician,divorced,secondary,no,440.0,no,no,cellular,29,jan,147,1,-1,0,unknown,no,second middle
34,entrepreneur,single,tertiary,no,714.0,yes,no,unknown,12,may,166,4,-1,0,unknown,no,first middle
28,blue-collar,married,primary,no,674.0,yes,no,telephone,14,may,921,4,-1,0,unknown,no,young
54,housemaid,married,primary,no,127.0,no,no,cellular,19,aug,176,4,-1,0,unknown,no,adult
33,management,married,secondary,no,588.0,yes,no,cellular,18,may,11,5,-1,0,unknown,no,first middle
41,entrepreneur,divorced,tertiary,no,-413.0,yes,no,unknown,8,may,170,2,-1,0,unknown,no,second middle
41,admin.,single,secondary,no,882.0,yes,yes,unknown,28,may,145,2,-1,0,unknown,no,second middle
42,management,married,tertiary,no,877.0,yes,no,unknown,14,may,238,1,-1,0,unknown,no,second middle
32,admin.,married,secondary,no,337.0,no,no,cellular,15,may,51,3,368,1,failure,no,first middle
47,self-employed,married,tertiary,no,192.0,no,no,telephone,30,jul,120,6,-1,0,unknown,no,second middle
36,technician,married,primary,no,3350.0,yes,no,cellular,16,apr,86,1,269,3,other,no,first middle
34,management,married,tertiary,no,99.0,no,yes,cellular,3,feb,264,2,-1,0,unknown,no,first middle
36,management,married,tertiary,no,806.0,yes,no,cellular,3,feb,106,2,259,1,failure,no,first middle
53,admin.,married,primary,no,228.0,yes,no,unknown,16,may,97,1,-1,0,unknown,no,adult
49,blue-collar,married,primary,no,-232.0,no,yes,cellular,11,aug,106,2,-1,0,unknown,no,second middle
39,technician,single,secondary,no,556.0,yes,no,unknown,29,may,322,1,-1,0,unknown,no,first middle
47,management,married,tertiary,no,761.0,yes,no,cellular,11,jul,80,2,-1,0,unknown,no,second middle
57,retired,married,primary,no,207.0,yes,no,unknown,8,may,193,1,-1,0,unknown,no,adult
30,unemployed,married,secondary,no,221.0,no,no,cellular,8,aug,61,4,-1,0,unknown,no,first middle
54,admin.,married,secondary,no,865.0,yes,no,cellular,17,nov,71,1,-1,0,unknown,no,adult
35,management,single,tertiary,no,0.0,no,no,cellular,18,aug,276,5,-1,0,unknown,no,first middle
47,technician,divorced,secondary,no,1851.0,yes,no,unknown,19,may,140,2,-1,0,unknown,no,second middle
38,entrepreneur,married,secondary,no,-272.0,no,yes,unknown,17,jun,143,2,-1,0,unknown,no,first middle
40,admin.,married,secondary,no,367.0,yes,no,telephone,5,feb,89,1,274,1,failure,no,second middle
51,blue-collar,married,primary,no,0.0,no,no,cellular,20,nov,85,1,-1,0,unknown,no,adult
51,blue-collar,married,primary,no,230.0,yes,no,unknown,6,may,673,1,-1,0,unknown,no,adult
57,housemaid,married,primary,no,0.0,no,no,cellular,13,aug,189,2,-1,0,unknown,no,adult
41,blue-collar,married,secondary,no,1954.0,no,no,cellular,18,nov,65,1,110,2,success,no,second middle
31,entrepreneur,single,secondary,no,379.0,yes,no,cellular,18,jul,570,2,-1,0,unknown,no,first middle
59,retired,single,secondary,yes,-341.0,no,yes,cellular,14,jul,94,3,-1,0,unknown,no,adult
26,services,single,primary,no,179.0,yes,yes,cellular,28,jul,333,4,-1,0,unknown,no,young
41,technician,married,tertiary,no,13.0,no,no,unknown,5,jun,189,2,-1,0,unknown,no,second middle
39,management,married,tertiary,no,839.0,no,yes,cellular,11,oct,365,2,774,11,failure,no,first middle
25,blue-collar,single,secondary,no,192.0,no,no,telephone,4,jul,112,2,-1,0,unknown,no,young
33,management,single,tertiary,no,576.0,no,no,cellular,25,may,220,1,111,2,other,no,first middle
35,management,single,tertiary,no,643.0,yes,no,unknown,23,may,322,1,-1,0,unknown,no,first middle
49,management,married,tertiary,no,342.0,no,no,cellular,30,jan,433,2,228,1,failure,no,second middle
31,blue-collar,married,secondary,no,1329.0,yes,yes,unknown,9,may,134,1,-1,0,unknown,no,first middle
40,unemployed,married,secondary,no,219.0,yes,no,unknown,5,may,357,1,-1,0,unknown,no,second middle
32,management,married,tertiary,no,141.0,yes,no,cellular,4,may,78,3,89,9,success,no,first middle
42,blue-collar,married,primary,no,402.0,no,no,cellular,13,may,31,7,330,17,failure,no,second middle
48,admin.,married,secondary,no,1131.0,no,yes,cellular,8,may,49,1,-1,0,unknown,no,second middle
28,student,single,secondary,no,1925.0,no,no,cellular,26,feb,139,1,93,3,success,no,young
43,blue-collar,single,primary,no,0.0,no,no,unknown,9,may,71,3,-1,0,unknown,no,second middle
30,blue-collar,single,secondary,no,103.0,yes,no,cellular,17,apr,2053,2,317,1,other,no,first middle
41,admin.,married,secondary,no,1395.0,yes,yes,cellular,11,may,85,1,308,2,failure,no,second middle
55,management,married,primary,no,621.0,no,yes,cellular,2,feb,114,1,208,1,failure,no,adult
55,management,married,tertiary,no,1161.0,yes,no,cellular,20,nov,8,6,-1,0,unknown,no,adult
54,management,married,secondary,no,24.0,no,no,cellular,31,jul,12,10,-1,0,unknown,no,adult
55,retired,married,primary,no,2.0,no,no,unknown,27,jun,392,4,-1,0,unknown,no,adult
57,technician,married,secondary,no,295.0,no,no,cellular,19,aug,151,11,-1,0,unknown,no,adult
27,blue-collar,single,secondary,no,-208.0,yes,no,unknown,21,may,127,2,-1,0,unknown,no,young
28,management,married,tertiary,no,258.0,no,yes,cellular,17,apr,93,1,-1,0,unknown,no,young
51,management,divorced,tertiary,no,119.0,no,no,cellular,17,nov,200,1,165,2,failure,no,adult
27,management,single,secondary,no,967.0,yes,no,unknown,21,may,162,1,-1,0,unknown,no,young
40,blue-collar,divorced,secondary,no,-90.0,yes,no,unknown,28,may,130,1,-1,0,unknown,no,second middle
56,retired,married,secondary,no,0.0,no,no,cellular,26,jan,413,2,-1,0,unknown,no,adult
35,services,married,secondary,no,0.0,yes,no,cellular,30,jul,251,3,-1,0,unknown,no,first middle
47,entrepreneur,divorced,secondary,no,392.0,yes,yes,cellular,19,nov,125,1,-1,0,unknown,no,second middle
49,blue-collar,married,primary,no,23.0,yes,no,unknown,23,may,247,1,-1,0,unknown,no,second middle
35,management,single,tertiary,no,2486.0,yes,no,cellular,25,may,265,1,-1,0,unknown,no,first middle
50,admin.,divorced,secondary,no,81.0,no,yes,cellular,21,nov,64,1,-1,0,unknown,no,adult
55,housemaid,married,primary,no,1563.0,yes,no,cellular,17,nov,128,2,-1,0,unknown,no,adult
56,blue-collar,married,secondary,no,1602.0,yes,no,unknown,6,may,427,1,-1,0,unknown,no,adult
35,technician,single,secondary,no,2144.0,yes,no,unknown,13,may,188,2,-1,0,unknown,no,first middle
42,blue-collar,married,secondary,no,273.0,no,no,unknown,12,jun,315,1,-1,0,unknown,no,second middle
34,blue-collar,married,primary,no,455.0,yes,no,unknown,20,jun,372,3,-1,0,unknown,no,first middle
40,services,single,secondary,no,1038.0,no,no,unknown,5,jun,741,1,-1,0,unknown,no,second middle
33,services,married,secondary,no,-384.0,yes,no,cellular,9,jul,125,1,-1,0,unknown,no,first middle
33,management,married,tertiary,no,307.0,no,no,unknown,16,may,806,4,-1,0,unknown,no,first middle
59,retired,divorced,secondary,no,93.0,no,no,unknown,26,may,193,2,-1,0,unknown,no,adult
51,housemaid,divorced,primary,no,127.0,no,no,unknown,13,sep,69,1,-1,0,unknown,no,adult
47,services,married,secondary,no,-150.0,no,no,cellular,14,aug,52,4,-1,0,unknown,no,second middle
31,admin.,single,tertiary,no,-218.0,yes,no,unknown,2,jun,227,15,-1,0,unknown,no,first middle
52,admin.,married,secondary,no,484.0,yes,no,unknown,6,may,128,1,-1,0,unknown,no,adult
28,technician,single,tertiary,no,75.0,yes,yes,cellular,5,may,233,2,-1,0,unknown,no,young
56,technician,divorced,secondary,no,1480.0,yes,yes,cellular,5,feb,576,1,-1,0,unknown,no,adult
47,services,married,secondary,no,1111.0,no,no,unknown,20,jun,415,4,-1,0,unknown,no,second middle
77,retired,divorced,primary,no,639.0,no,no,telephone,16,apr,127,7,-1,0,unknown,no,old
39,blue-collar,single,secondary,no,29.0,yes,no,unknown,7,may,214,2,-1,0,unknown,no,first middle
39,management,married,secondary,no,363.0,yes,yes,cellular,17,jul,184,1,-1,0,unknown,no,first middle
32,blue-collar,married,primary,no,-94.0,yes,yes,cellular,11,may,308,1,-1,0,unknown,no,first middle
59,admin.,married,secondary,no,92.0,yes,no,cellular,12,may,139,2,350,1,failure,no,adult
42,management,married,secondary,no,222.0,no,no,cellular,26,aug,80,16,-1,0,unknown,no,second middle
50,technician,married,primary,no,249.0,yes,no,unknown,6,may,129,1,-1,0,unknown,no,adult
44,services,married,secondary,no,1450.0,yes,no,cellular,14,apr,356,1,314,2,failure,no,second middle
47,housemaid,married,tertiary,no,2290.0,no,no,cellular,15,apr,54,1,-1,0,unknown,no,second middle
51,technician,married,tertiary,no,0.0,no,no,telephone,17,nov,81,1,-1,0,unknown,no,adult
34,technician,married,secondary,no,1026.0,no,no,cellular,12,nov,319,1,100,6,failure,no,first middle
36,management,married,primary,no,3953.0,yes,no,cellular,19,nov,277,1,-1,0,unknown,no,first middle
32,blue-collar,single,primary,no,1426.0,yes,no,cellular,20,nov,114,1,-1,0,unknown,no,first middle
28,blue-collar,single,secondary,no,53.0,yes,no,cellular,13,may,93,1,-1,0,unknown,no,young
34,management,married,tertiary,no,160.0,yes,yes,cellular,15,jul,130,1,-1,0,unknown,no,first middle
40,management,single,tertiary,no,171.0,no,no,cellular,19,aug,1241,3,-1,0,unknown,no,second middle
49,management,married,tertiary,no,3237.0,yes,no,unknown,5,may,232,3,-1,0,unknown,no,second middle
30,self-employed,single,secondary,no,192.0,no,no,cellular,22,jul,423,1,-1,0,unknown,no,first middle
56,self-employed,married,tertiary,yes,0.0,no,no,cellular,19,nov,122,1,-1,0,unknown,no,adult
28,management,single,tertiary,no,385.0,no,yes,cellular,9,feb,79,4,193,7,failure,no,young
31,blue-collar,married,secondary,no,2591.0,yes,no,cellular,20,nov,55,1,-1,0,unknown,no,first middle
28,blue-collar,single,secondary,no,39.0,no,no,cellular,31,jul,22,7,-1,0,unknown,no,young
53,technician,married,primary,no,44.0,no,no,unknown,6,jun,256,1,-1,0,unknown,no,adult
54,retired,divorced,tertiary,no,349.0,yes,no,cellular,12,may,176,2,175,1,failure,no,adult
36,management,single,tertiary,no,20.0,yes,no,cellular,20,apr,766,2,150,3,other,no,first middle
60,retired,divorced,tertiary,no,381.0,yes,no,cellular,17,apr,208,2,344,4,failure,no,old
40,management,married,secondary,no,4025.0,yes,no,cellular,15,jul,107,4,-1,0,unknown,no,second middle
50,admin.,single,secondary,no,167.0,no,yes,cellular,28,jul,201,3,-1,0,unknown,no,adult
28,management,single,tertiary,no,278.0,no,yes,cellular,29,jan,194,1,-1,0,unknown,no,young
33,blue-collar,married,secondary,no,263.0,yes,no,unknown,21,may,206,3,-1,0,unknown,no,first middle
38,technician,married,secondary,no,581.0,yes,no,unknown,6,may,79,1,-1,0,unknown,no,first middle
34,management,single,tertiary,no,682.0,no,no,cellular,27,aug,472,3,-1,0,unknown,no,first middle
41,management,married,secondary,no,779.0,no,no,cellular,30,jul,647,10,-1,0,unknown,no,second middle
64,retired,married,tertiary,no,2139.0,no,no,cellular,14,oct,632,2,-1,0,unknown,no,old
38,technician,married,secondary,no,0.0,yes,yes,cellular,15,jul,146,4,-1,0,unknown,no,first middle
57,management,married,tertiary,no,3431.0,yes,no,unknown,16,may,73,1,-1,0,unknown,no,adult
34,management,married,tertiary,no,188.0,no,no,cellular,5,may,399,1,-1,0,unknown,no,first middle
36,blue-collar,single,primary,no,3214.0,yes,no,unknown,16,jun,124,2,-1,0,unknown,no,first middle
30,admin.,married,secondary,no,873.0,yes,no,telephone,12,nov,119,1,167,3,success,no,first middle
32,blue-collar,married,secondary,no,-32.0,yes,no,cellular,12,may,145,1,-1,0,unknown,no,first middle
42,blue-collar,married,secondary,no,1958.0,yes,no,unknown,30,may,124,3,-1,0,unknown,no,second middle
35,admin.,married,secondary,yes,76.0,no,yes,unknown,17,jun,107,1,-1,0,unknown,no,first middle
42,technician,married,secondary,no,1013.0,no,yes,cellular,28,aug,117,8,-1,0,unknown,no,second middle
50,entrepreneur,married,secondary,no,2731.0,no,no,cellular,8,aug,111,2,-1,0,unknown,no,adult
38,management,married,secondary,no,93.0,no,no,unknown,3,jul,515,2,-1,0,unknown,no,first middle
38,self-employed,married,secondary,no,173.0,no,no,cellular,18,aug,205,4,-1,0,unknown,no,first middle
55,management,married,primary,no,384.0,no,no,telephone,4,feb,75,1,-1,0,unknown,no,adult
60,housemaid,married,secondary,no,491.0,no,no,cellular,14,aug,503,4,-1,0,unknown,no,old
33,management,married,tertiary,no,728.0,yes,no,cellular,13,aug,275,5,-1,0,unknown,no,first middle
30,technician,single,secondary,no,411.0,yes,no,cellular,16,apr,948,1,-1,0,unknown,no,first middle
30,management,single,tertiary,no,265.0,no,no,cellular,25,nov,295,1,93,3,success,no,first middle
51,management,married,tertiary,no,-3.0,no,no,cellular,21,aug,79,2,-1,0,unknown,no,adult
37,management,married,tertiary,no,586.0,yes,no,cellular,11,jul,141,2,-1,0,unknown,no,first middle
37,blue-collar,married,primary,no,-196.0,yes,no,unknown,26,may,166,2,-1,0,unknown,no,first middle
45,blue-collar,married,primary,no,700.0,yes,no,telephone,13,may,29,4,-1,0,unknown,no,second middle
37,blue-collar,married,secondary,no,-67.0,no,no,cellular,2,feb,157,1,-1,0,unknown,no,first middle
48,management,married,tertiary,no,1600.0,no,no,cellular,18,nov,448,1,-1,0,unknown,no,second middle
42,services,married,secondary,no,508.0,yes,no,unknown,30,may,70,1,-1,0,unknown,no,second middle
49,technician,married,primary,no,486.0,no,no,telephone,7,jul,229,5,-1,0,unknown,no,second middle
36,management,single,tertiary,no,243.0,yes,no,cellular,7,may,160,2,360,3,failure,no,first middle
54,self-employed,married,secondary,no,203.0,yes,no,telephone,7,jul,238,8,-1,0,unknown,no,adult
52,management,married,tertiary,no,1944.0,yes,no,cellular,15,apr,238,3,323,2,failure,no,adult
30,management,married,tertiary,no,882.0,no,no,cellular,22,aug,102,6,-1,0,unknown,no,first middle
37,blue-collar,married,secondary,no,2924.0,no,no,cellular,31,jul,74,2,-1,0,unknown,no,first middle
31,unemployed,married,secondary,no,20.0,no,no,telephone,18,nov,52,1,-1,0,unknown,no,first middle
26,admin.,married,secondary,no,1417.0,yes,no,unknown,6,jun,60,3,-1,0,unknown,no,young
51,admin.,divorced,secondary,no,340.0,yes,no,unknown,8,may,186,1,-1,0,unknown,no,adult
34,services,single,secondary,no,4062.0,yes,yes,cellular,15,may,29,1,-1,0,unknown,no,first middle
26,blue-collar,married,primary,no,133.0,no,yes,cellular,25,jul,57,3,-1,0,unknown,no,young
32,management,single,tertiary,no,0.0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no,first middle
52,admin.,married,secondary,no,423.0,yes,yes,cellular,20,oct,139,2,96,7,failure,no,adult
44,management,married,tertiary,no,58.0,yes,no,cellular,14,jul,72,3,-1,0,unknown,no,second middle
31,services,married,secondary,no,5.0,yes,no,unknown,16,may,216,1,-1,0,unknown,no,first middle
38,services,married,primary,no,175.0,no,no,unknown,17,jun,132,2,-1,0,unknown,no,first middle
32,housemaid,married,primary,no,1349.0,yes,no,cellular,7,aug,132,2,-1,0,unknown,no,first middle
